reading_id,tube_id,lactate_concentration,acetate_concentration
R1297,T099,0.7013485900372515,0.989812263135449
R1298,T049,0.5500048783140902,0.7699522784303935
R1299,T117,0.8368943168776156,0.9866363155871103
R1300,T000,0.010005972363867133,0.329717125780687
R1301,T017,0.7744569633527613,0.564635813234349
R1302,T004,0.5478908652873975,0.8281372462880903
R1303,T050,0.5501269997605818,0.0439461861914483
R1304,T096,0.05080304551334813,0.08955145041479018
R1305,T042,0.5196586054828768,0.33289243662733303
R1306,T095,0.7778054542162978,0.2319819438251931
R1307,T105,0.36402658123383913,0.6756514862444131
R1308,T077,0.774732604226139,0.4327449067371554
R1309,T047,0.33186267045036155,0.4667863491968174
R1310,T058,0.9269314321486559,0.7537514804307287
R1311,T091,0.1861750615392055,0.4112347566999214
R1312,T110,0.19438040594987793,0.557390036349237
R1313,T114,0.7009489905665561,0.4072717623308395
R1314,T011,0.5435227841787185,0.41277923528650684
R1315,T097,0.848556573363136,0.5289212966665102
R1316,T124,0.10395114242273562,0.5648005960175325
R1317,T074,0.24046773626132656,0.2016229894733389
R1318,T010,0.28099055051060084,0.7241041960437765
R1319,T057,0.6566998862976637,0.7368287633430338
R1320,T024,0.8902199451196552,0.24496739221781694
R1321,T099,0.25772655442698855,0.7137880334735641
R1322,T095,0.918405945447137,0.24812857693389623
R1323,T077,0.3851494708612211,0.866730738711215
R1324,T106,0.41612411844433594,0.578882144845571
R1325,T069,0.25178338955601853,0.39748706395311184
R1326,T077,0.9214299813264156,0.44907499003687235
R1327,T080,0.6189472141809543,0.01961583256022037
R1328,T095,0.8832720097109442,0.7081858317353165
R1329,T083,0.5798831839625189,0.6297959801900683
R1330,T087,0.1997025137636811,0.5095203312587324
R1331,T024,0.3387634217606683,0.5002749392491976
R1332,T041,0.7610372530044209,0.6036964485354404
R1333,T088,0.09825424816490436,0.36871094402806903
R1334,T075,0.8536787528557384,0.7156901284084211
R1335,T030,0.6256748448639992,0.5484933270718882
R1336,T072,0.2006229537377342,0.610095129801851
R1337,T083,0.10218442559010155,0.8236528554520087
R1338,T060,0.81998644912465,0.15156740393575463
R1339,T085,0.9679578164465411,0.487615611802626
R1340,T013,0.14142764765152838,0.41793638741281725
R1341,T039,0.17709020468185144,0.357872388092194
R1342,T029,0.8152555686401701,0.30453162524999877
R1343,T045,0.12966218464222312,0.25453652629278756
R1344,T002,0.5047177646187537,0.9555498962166702
R1345,T056,0.09904299540617889,0.21033409556896498
R1346,T120,0.05854355200900929,0.47553854809731233
R1347,T044,0.44888144793186224,0.8889639581539762
R1348,T119,0.9627769452731284,0.7095913561162417
R1349,T066,0.23861686816231742,0.2294432533397568
R1350,T113,0.8471494113426646,0.9792937287382866
R1351,T061,0.3128234616313038,0.027736473768878445
R1352,T056,0.055823935907933,0.8851834059002034
R1353,T115,0.20812552092082115,0.5849917643429255
R1354,T044,0.7793277606406691,0.337362214144735
R1355,T057,0.9389638643045232,0.5786641082726321
R1356,T080,0.9317322501290353,0.397198255562104
R1357,T121,0.9702672057528632,0.2333499077597213
R1358,T019,0.4341885682659019,0.2512393446848481
R1359,T036,0.5070567063914662,0.6503324643353685
R1360,T042,0.13795445054310296,0.8237518043763312
R1361,T047,0.6695749062526194,0.47959347161493415
R1362,T001,0.3288058796384541,0.9985179837624654
R1363,T041,0.1209957751126789,0.907195599088059
R1364,T124,0.4076310344020281,0.15154795477290306
R1365,T094,0.3105241345927786,0.48302578753917336
R1366,T054,0.249063602348631,0.05385880856099523
R1367,T065,0.24709403124445584,0.21321475959102554
R1368,T061,0.4828835871710706,0.5568877124570978
R1369,T034,0.03372507769297617,0.387873916793272
R1370,T075,0.9137012994514107,0.123487062624272
R1371,T036,0.5703705853970747,0.314032853667788
R1372,T048,0.47611524401119554,0.14612878278165387
R1373,T120,0.5173924679528312,0.8874073897387419
R1374,T103,0.9485117827917753,0.03653294577549415
R1375,T057,0.848520776583132,0.9429511533507253
R1376,T008,0.41199703208558225,0.914694950212062
R1377,T009,0.2717618861059321,0.9935996979149918
R1378,T123,0.997779049888125,0.5326995706573857
R1379,T040,0.004454488734683015,0.8154153367486717
R1380,T073,0.6036393953520057,0.7475678714833245
R1381,T060,0.2259855568149821,0.7752901778174398
R1382,T051,0.713764913808523,0.9310996544093275
R1383,T109,0.44939549011742685,0.41779475383411224
R1384,T085,0.8741039799317386,0.10437095417004172
R1385,T023,0.8952831065472999,0.5823486306690977
R1386,T111,0.760208219594102,0.4239635947004825
R1387,T015,0.9783861302155632,0.46969607090263377
R1388,T105,0.6015141991472404,0.09181986616513749
R1389,T083,0.10118426036226102,0.8621979188533704
R1390,T123,0.8382736532913234,0.46241300304040467
R1391,T078,0.3107264328698932,0.905523862361138
R1392,T051,0.8975790587870353,0.8111022158203474
R1393,T035,0.8794617799271118,0.31933855632589647
R1394,T121,0.220840052379628,0.4556439212983624
R1395,T007,0.9341279733975576,0.16135908275991417
R1396,T075,0.16575476260872957,0.24354122847045223
R1397,T009,0.9151596300362148,0.3565238889587825
R1398,T073,0.584285129704524,0.5117020910603014
R1399,T023,0.7284726442707102,0.10896863799838086
R1400,T068,0.7025292396257248,0.3369579802887218
R1401,T052,0.1022338513402693,0.38464548099833773
R1402,T058,0.44444344296161375,0.7927446328065376
R1403,T031,0.9948457736560323,0.11107834816978479
R1404,T061,0.6867468028566936,0.991447756100257
R1405,T012,0.0844430270514207,0.9556688317036266
R1406,T104,0.9233068101519858,0.7320316902560607
R1407,T108,0.4092088806891472,0.07717399312773554
R1408,T022,0.945252682155182,0.8874741315130013
R1409,T120,0.2216950033400571,0.6175645012875466
R1410,T049,0.18883457852488394,0.559528039133775
R1411,T113,0.36077393881815534,0.6205331123533594
R1412,T075,0.5253016298312254,0.572735704526605
R1413,T029,0.7352675238248817,0.0902622981735568
R1414,T025,0.03889058143575708,0.19514209034031516
R1415,T111,0.9166692040453843,0.048808722542092564
R1416,T013,0.24197728730909895,0.01799202421183521
R1417,T102,0.09748817004372023,0.9561216101106499
R1418,T052,0.1182263358810065,0.7985252023552356
R1419,T043,0.41445394947155334,0.9898497214316335
R1420,T076,0.6529805426876218,0.7594549903787443
R1421,T037,0.11650553554962106,0.4928372883725115
R1422,T081,0.23185519115774256,0.11531174412572442
R1423,T124,0.8837007483028375,0.5969065810044408
R1424,T029,0.8771018130831211,0.10164308187889015
R1425,T002,0.37158519627552744,0.5697963184052737
R1426,T016,0.7809987473230309,0.20963825994748442
R1427,T024,0.7315406425403046,0.11530984905096209
R1428,T058,0.5105823105134472,0.806469200882859
R1429,T025,0.925875143250945,0.0596752092252657
R1430,T121,0.9074272403870275,0.9953215559153228
R1431,T092,0.881203767346383,0.794090734821221
R1432,T058,0.3033959002344747,0.6698846229809987
R1433,T082,0.963549672433656,0.1298088597024516
R1434,T020,0.20105293247880163,0.5961272901316877
R1435,T010,0.2410797881112835,0.16543570152093978
R1436,T001,0.07974348220637273,0.1280498760342066
R1437,T027,0.712606826306249,0.34504266909999426
R1438,T034,0.14825018376168808,0.8939435375890338
R1439,T030,0.756476971300692,0.3020338825645096
R1440,T117,0.41072769442282453,0.4246107593629165
R1441,T007,0.8394607167396018,0.4790964754146192
R1442,T010,0.994289394553065,0.15704092475524323
R1443,T043,0.13125981878047044,0.571178375658475
R1444,T017,0.754867308806452,0.6145809253619364
R1445,T092,0.210091374567128,0.921208204597158
R1446,T036,0.5512117953624549,0.07263927193781272
R1447,T052,0.713303035768101,0.019927771994005528
R1448,T022,0.8436179561086632,0.2615325210471583
R1449,T023,0.9469184367333173,0.45758265775751006
R1450,T113,0.4041628445055421,0.5389936586341421
R1451,T052,0.6265921087585995,0.7401628104316729
R1452,T119,0.513530936245771,0.536447558437266
R1453,T007,0.062346349481680274,0.688094841378674
R1454,T018,0.35485761177607367,0.9721365237526405
R1455,T001,0.82826323785725,0.298242688099686
R1456,T033,0.07916666903159886,0.9424005184163007
R1457,T024,0.6034907897325391,0.014479066650923023
R1458,T113,0.6522887123292961,0.8473739137506918
R1459,T045,0.18461134662874945,0.8811240754121166
R1460,T019,0.3272108333064637,0.8730480807548502
R1461,T023,0.6904212199093585,0.22973490996106094
R1462,T015,0.41051046261260715,0.9047661637694412
R1463,T122,0.6671772851050114,0.8178298876353508
R1464,T041,0.13533406702870454,0.4426017140619899
R1465,T064,0.06076081659470378,0.0201362166652872
R1466,T071,0.9071798435327969,0.07147339065849001
R1467,T071,0.07695694994497893,0.704593419515632
R1468,T103,0.6954457606391545,0.9774029694659935
R1469,T036,0.13435496873708486,0.2773407486021865
R1470,T023,0.07399938108795734,0.5055587198728941
R1471,T011,0.7459265412570153,0.2880845058824406
R1472,T023,0.1757425421835649,0.7647778366472497
R1473,T075,0.2529004976647431,0.1722384023260103
R1474,T065,0.49431517281250725,0.829180761026007
R1475,T087,0.12363134543580179,0.6652142085353846
R1476,T059,0.0586536502422218,0.14665180164735636
R1477,T092,0.5622571689195192,0.3056661099508048
R1478,T093,0.07389506595956485,0.07856215374585607
R1479,T109,0.09051131112918132,0.8259465811987752
R1480,T035,0.5666498698357255,0.27682260583918794
R1481,T032,0.01617380115218625,0.1623841754953671
R1482,T098,0.13411990877793967,0.19394446162807588
R1483,T031,0.6335860909148424,0.6537230126692332
R1484,T106,0.4576430487898311,0.9021156492275237
R1485,T102,0.9567542474920402,0.8660708074793688
R1486,T052,0.36856575971426686,0.7453968098589934
R1487,T058,0.3542076013961938,0.2027650865440871
R1488,T026,0.4731913909702632,0.143637416830247
R1489,T025,0.3771375007410842,0.4844654410232557
R1490,T011,0.1917837423229134,0.13176640731564893
R1491,T118,0.7158051064513289,0.8191073211686042
R1492,T041,0.018136915360366324,0.16679725898602782
R1493,T029,0.07924655170632833,0.3402456104719187
R1494,T110,0.21602578947671858,0.9399631610535655
R1495,T115,0.8638460579370327,0.1259986329661048
R1496,T085,0.14821435101711433,0.243064911039515
R1497,T060,0.31150955404325675,0.4847550971416591
R1498,T066,0.10535834240653552,0.23272222936497355
R1499,T102,0.4240593552720249,0.13171228696808557
R1500,T101,0.5019551262502716,0.48467572441989804
R1501,T097,0.9804679490663176,0.18697443446959616
R1502,T091,0.1066323684219681,0.13107744348858985
R1503,T116,0.4860407399397987,0.13845400167183397
R1504,T075,0.4844471230500489,0.6270132329584683
R1505,T063,0.7413606838175181,0.10125689979735408
R1506,T115,0.1418323177570291,0.8282417670758434
R1507,T033,0.1566857699434704,0.4985158373555699
R1508,T086,0.3255929682243157,0.19003580031288037
R1509,T030,0.3397714816989299,0.9878932304575837
R1510,T055,0.9252916716227211,0.22476710149762846
R1511,T094,0.9149886491212704,0.6776861540770084
R1512,T053,0.3823644103487489,0.9380904719081682
R1513,T069,0.2399131573471841,0.29382533252460663
R1514,T025,0.837974208683478,0.5317161769483886
R1515,T026,0.3580443042363175,0.5258145755001005
R1516,T116,0.38619602049140767,0.4619984325332259
R1517,T025,0.4834237372691693,0.9893680528602736
R1518,T075,0.9776259201448466,0.2930361786282044
R1519,T023,0.7149122573568029,0.9099402209714272
R1520,T082,0.3696289502962372,0.0196704249264269
R1521,T110,0.833985746499211,0.08417941843198984
R1522,T070,0.43515631217422535,0.6756892205599376
R1523,T103,0.0800013371886873,0.9717931600653449
R1524,T080,0.4893186828526819,0.3249440073924358
R1525,T076,0.15847246245835978,0.0646668790287026
R1526,T089,0.18203527492882088,0.9147685846015285
R1527,T003,0.15084974849987653,0.9770688832379263
R1528,T102,0.001485785890779523,0.10720053064621027
R1529,T062,0.22887397074496707,0.03906247059011114
R1530,T025,0.5386705395676957,0.7280527771701553
R1531,T068,0.9644300252212666,0.8855933301350248
R1532,T053,0.3489405447452244,0.2022078362747255
R1533,T117,0.5683334980250867,0.9389920189990363
R1534,T039,0.25438040329763856,0.21341871866839834
R1535,T012,0.34237738117582983,0.6416060362106096
R1536,T097,0.20481133567539478,0.6559509135287963
R1537,T110,0.07086301472879808,0.0678694745866365
R1538,T044,0.5631625961629805,0.33953001373751723
R1539,T084,0.4183535595360627,0.9265709289314312
R1540,T021,0.452345338365845,0.3829931332381399
R1541,T089,0.966528047335717,0.5436720103231836
R1542,T058,0.5747988984813992,0.33660866804405953
R1543,T042,0.5931342123740752,0.03835715737770129
R1544,T078,0.41078134335152394,0.12060800996454091
R1545,T114,0.1977532599671018,0.478365486470525
R1546,T012,0.4324273736675198,0.7141350528556812
R1547,T120,0.46359895851641975,0.5339648900489391
R1548,T039,0.9011108800107216,0.09152651127680278
R1549,T097,0.2391871503709596,0.06163961754953384
R1550,T081,0.65857491972693,0.2901646541549374
R1551,T049,0.8811599789430321,0.8407359666538321
R1552,T115,0.49476603627624793,0.3868871715740435
R1553,T090,0.36532347783398733,0.4480948567494273
R1554,T008,0.32995843959531135,0.9056926256408034
R1555,T083,0.9706912645669197,0.22586464362002878
R1556,T008,0.16838855417599685,0.06965126502414953
R1557,T114,0.7958914858683509,0.1682791726578624
R1558,T004,0.5943063467295627,0.7258862966395275
R1559,T112,0.9247325003799386,0.4193688537940058
R1560,T032,0.36167544904678495,0.38916678307741337
R1561,T064,0.5122731629020705,0.5392625517536728
R1562,T024,0.526350023544195,0.7673880077137317
R1563,T023,0.44367276041189796,0.9908896746218414
R1564,T124,0.07835587371912378,0.434982211679684
R1565,T118,0.8792800879349553,0.3820727874751737
R1566,T084,0.02254134161304777,0.8682088653271962
R1567,T038,0.1260759802730056,0.463344977802135
R1568,T110,0.4548314825220885,0.5952221635319743
R1569,T031,0.9701966932498988,0.6352869952073464
R1570,T111,0.7779001115083529,0.5877880401909669
R1571,T086,0.698868415701249,0.35304477096871734
R1572,T046,0.677724743907686,0.6604610419567131
R1573,T094,0.13101577685796206,0.423173980058024
R1574,T001,0.4683132171412788,0.8381057465690022
R1575,T114,0.8759062199983245,0.847503824795675
R1576,T118,0.3785712528724825,0.3171175805406943
R1577,T112,0.3247992123136193,0.022160995759116786
R1578,T100,0.707135934571676,0.9946124237449365
R1579,T065,0.2084453544535494,0.4649584491951
R1580,T119,0.1435874591702032,0.6192723278422105
R1581,T063,0.3528933894167676,0.5127288127239183
R1582,T096,0.01271111067858366,0.6149827865082319
R1583,T097,0.8921403599089601,0.9341196504560539
R1584,T040,0.6595652060387782,0.42122100887678326
R1585,T014,0.29927027902803305,0.7414798189520357
R1586,T064,0.8597251772798357,0.6067744173855482
R1587,T064,0.11375544960989836,0.3669135703781373
R1588,T055,0.5019707558362831,0.017203636591998528
R1589,T040,0.5702307327764662,0.335989425289588
R1590,T099,0.20490073385677532,0.9804824637284794
R1591,T079,0.5741875250145114,0.3770886692703225
R1592,T035,0.7630749717055041,0.4572308222781589
R1593,T099,0.6050980621670479,0.8948016885469811
R1594,T074,0.2714905055563641,0.8807634442915128
R1595,T068,0.8248346235014657,0.17286139170920134
R1596,T022,0.15612040752401068,0.7058232648606918
R1597,T068,0.46259762696890894,0.5982645658037042
R1598,T037,0.6130139165635214,0.5454449420072265
R1599,T099,0.5058157817837002,0.6483877797369058
R1600,T117,0.7384185069682049,0.5663927987703491
R1601,T055,0.5310293716220623,0.5368825786853747
R1602,T102,0.585502522897061,0.6859399887597751
R1603,T009,0.4545439088229909,0.7831478452939613
R1604,T044,0.6399008917590473,0.8807488422006121
R1605,T054,0.5539010119955875,0.2461815111008131
R1606,T038,0.8288170451044302,0.8095904585833757
R1607,T056,0.7967051427462715,0.12766229638337212
R1608,T124,0.2141492361819406,0.10081971972214354
R1609,T027,0.34412913002654155,0.15519307474083377
R1610,T001,0.5901096322393039,0.3632654391011615
R1611,T002,0.4156326758598389,0.5819390878912126
R1612,T074,0.32002297447356776,0.39814556768325915
R1613,T044,0.08124283473692373,0.3907030537305488
R1614,T085,0.9986327369273128,0.5459360299268341
R1615,T102,0.7619598641398433,0.8568348244017963
R1616,T040,0.8375416354166827,0.3145534799147094
R1617,T105,0.7944656765332055,0.5117061073708803
R1618,T036,0.7530869455813205,0.18137517364932398
R1619,T013,0.25343161941279024,0.648455888988256
R1620,T095,0.3623074327884197,0.06457631266560304
R1621,T119,0.06516165228097015,0.3147160846484188
R1622,T065,0.7402778230384656,0.6150952913879758
R1623,T071,0.8462832278310323,0.10000557786937325
R1624,T061,0.3398972515336016,0.7133801721960632
R1625,T024,0.6695224384156725,0.40876191881028356
R1626,T040,0.44832177225385006,0.8610075360673156
R1627,T013,0.06054587198849826,0.2947340497031917
R1628,T002,0.5561402113271858,0.7097908061722861
R1629,T075,0.4584684801753576,0.12392535263028925
R1630,T091,0.8969339580252503,0.8076528606246623
R1631,T100,0.9964462503810307,0.5323250564087277
R1632,T105,0.7051599931135494,0.21300480371106445
R1633,T024,0.026824298291685644,0.4549699795061414
R1634,T095,0.4960923003100939,0.33711971708766986
R1635,T065,0.8289801531401298,0.8385903200111704
R1636,T022,0.7790111189065277,0.5679419382193881
R1637,T083,0.8591488079321717,0.10727995537848445
R1638,T015,0.8946762667181648,0.5542695739011945
R1639,T089,0.7089694458078286,0.14108098122094714
R1640,T032,0.3266214342954873,0.14318122983210457
R1641,T083,0.18276288187602785,0.02219101480403729
R1642,T011,0.9112151278589776,0.33123343444609654
R1643,T087,0.22892092979442324,0.7599164762786601
R1644,T081,0.7985456518297135,0.4121185282378951
R1645,T062,0.822340524922647,0.15758098646525032
R1646,T112,0.18256489507372464,0.765186609153931
R1647,T045,0.5248288491501426,0.9262546665924175
R1648,T080,0.032656321711691194,0.982499205850493
R1649,T077,,0.43247797599083193
R1650,T004,0.8909674598675296,0.7644794583450307
R1651,T049,0.8736050949562056,0.1470149765654879
R1652,T095,0.9366666259680848,0.9637023111824073
R1653,T022,0.28918722014059295,0.11156839313405831
R1654,T040,0.6446369295789522,0.44044811519037186
R1655,T058,0.8475641118518592,0.8416151412905165
R1656,T075,0.6312287114706483,0.9606717694943382
R1657,T035,0.5357047349247475,0.7570725097635319
R1658,T094,0.5584008404704597,0.11191332861679759
R1659,T111,0.9022558158036625,0.4352444321490888
R1660,T059,0.9195868940033733,0.8125807496905485
R1661,T068,0.26831845975183466,0.523618769524497
R1662,T019,0.13445390917170374,0.6648589361346455
R1663,T068,0.47542293027614935,0.17607166593400692
R1664,T049,0.5477289522266359,0.03949532059408856
R1665,T025,0.947540368023877,0.2209525665742016
R1666,T061,0.9216249255814427,0.1795278256560464
R1667,T022,0.8823344930403566,0.6960908304525933
R1668,T067,0.47627498156187686,0.19482566896377795
R1669,T065,0.9102298507446873,0.5957133579931627
R1670,T024,0.10140564626135895,0.7582365817154043
R1671,T097,0.8475293060938975,0.635114993504082
R1672,T058,0.2580755558155323,0.040307649019485914
R1673,T071,0.7425847774373825,0.46487185291452915
R1674,T023,0.9985969906936707,0.7631156831062462
R1675,T005,0.44114131018176816,0.5572755718753769
R1676,T117,0.5573114356780197,0.5319617981257093
R1677,T095,0.4928714519201486,0.45143510697591527
R1678,T045,0.1903654535729904,0.03553406024457206
R1679,T046,0.8376580728193798,0.023922173160683347
R1680,T119,0.8245106433003718,0.1314798973043264
R1681,T092,0.07118583494708408,0.9125705880573114
R1682,T052,0.8097335512915614,0.8941642225091032
R1683,T033,0.8885683215437473,0.012395631335924473
R1684,T040,0.9019994534995598,0.41986970660626344
R1685,T004,0.7689975026098099,0.2235943516292096
R1686,T064,0.21724314806791378,0.5644342675552849
R1687,T043,0.32698152510833334,0.42684504356430153
R1688,T065,0.37303217860096927,0.5037114532220707
R1689,T021,0.41870742194798194,0.9497637359143396
R1690,T050,0.802736954907702,0.05927528003793692
R1691,T035,0.1809064396493777,0.0666100898087072
R1692,T025,0.5410647051298653,0.9093042165173685
R1693,T064,0.9464685299682107,0.6666769343888128
R1694,T091,0.9688018753853442,0.6255865603464785
R1695,T019,0.16926038452355086,0.4997623960334352
R1696,T022,0.24578278315996238,0.19736412236988043
R1697,T077,0.30514206965432245,0.5085415284638941
R1698,T077,0.27321331328420373,0.7394628700756768
R1699,T063,0.4355513680396592,0.02464782710510649
R1700,T066,0.19304332282542624,0.3386798846911724
R1701,T119,0.4140761402785964,0.4200350472861769
R1702,T044,0.49248002155446957,0.37293952822350873
R1703,T043,0.3436866389854245,0.18790140702545954
R1704,T004,0.2257437456684559,0.7918738009126952
R1705,T110,0.4373298182190676,0.5899952181499958
R1706,T039,0.9924100288243681,0.9113998076691692
R1707,T076,0.10125559167650022,0.07668502255589549
R1708,T040,0.16421393107255067,0.8709351886018131
R1709,T034,0.6466833088490107,0.5577845511225389
R1710,T004,0.41686279337154386,0.3084959785634588
R1711,T085,0.6338356397123405,0.4710425921745076
R1712,T091,0.10863828890682892,0.01972049094999384
R1713,T121,0.2782971557698952,0.0032821610372443244
R1714,T028,0.14186525300732755,0.020036557821721757
R1715,T116,0.1514340385896732,0.3838804184282505
R1716,T085,0.8581538275905678,0.7960820845682424
R1717,T012,0.8562866580202081,0.08504518087546709
R1718,T072,0.030571659443460186,0.6417108550691341
R1719,T057,0.031008011186527185,0.0150201837618823
R1720,T052,0.800034578287955,0.5381378897276526
R1721,T057,0.03910856717966127,0.3590829942702066
R1722,T019,0.5474904214428024,0.43247448737780814
R1723,T025,0.2630505740331427,0.0928103859208882
R1724,T057,0.7145307905899906,0.6671326843426011
R1725,T037,0.9831570342667348,0.5529292446461089
R1726,T098,0.5911285022957343,0.39375334289815844
R1727,T001,0.357716772788802,0.9282133368324681
R1728,T038,0.7422989149665544,0.43212184372643825
R1729,T025,0.5307930439273844,0.7815605939665091
R1730,T117,0.542300786043066,0.8122561174853594
R1731,T071,0.36591562329579286,0.29582328066998387
R1732,T056,0.2703305034856506,0.38879063936031455
R1733,T085,0.33190862206269967,0.3131825699761033
R1734,T039,0.379007479443074,0.20578802048797173
R1735,T033,0.14008038192495886,0.17691185321354308
R1736,T016,0.02194754329212012,0.9077251486543789
R1737,T002,0.5586435188389454,0.7178279481165731
R1738,T107,0.42831641138296606,0.23892112098162488
R1739,T095,0.2047572732199301,0.3044328937829417
R1740,T010,0.6271263791708884,0.8243063753614362
R1741,T075,0.8550045035586401,0.9336948283032505
R1742,T006,0.8070204455873925,0.1830599359762407
R1743,T067,0.047759633516578526,0.18351619391777008
R1744,T041,0.22178911980398353,0.40735225247942297
R1745,T121,0.36739266767767775,0.6748288228849865
R1746,T039,0.7527847917134223,0.9440885312024435
R1747,T023,0.8124109615089983,0.550571832338114
R1748,T008,0.47618167268836165,0.2611694472569668
R1749,T058,0.9860152871952611,0.7720771801930919
R1750,T070,0.2026254415316835,0.11744905864186961
R1751,T065,0.8217564064483746,0.19549878073106342
R1752,T028,0.4452981794820149,0.18165967365432734
R1753,T010,0.19373354827194567,0.5207460561314413
R1754,T077,0.9510831644397633,0.9483887266189283
R1755,T102,0.37940430995845864,0.20461365986507574
R1756,T125,0.7038101761485596,0.566555410850488
R1757,T057,0.3180618168598842,0.3620145364015337
R1758,T068,0.018224430732693087,0.8454878933076498
R1759,T019,0.731858047756279,0.4489391246280373
R1760,T107,0.9934997714466646,0.5203905672266356
R1761,T026,0.6821642079185697,0.7131613039254922
R1762,T022,0.4313100456299992,0.9004947690423555
R1763,T104,0.2941321243839904,0.5442394093209136
R1764,T098,0.18064379657920882,0.2817205139290585
R1765,T118,0.4970967672525207,0.28018825673721837
R1766,T097,0.45230813909664414,0.1955673582278743
R1767,T037,0.29852169117195815,0.46299755421774813
R1768,T103,0.9419365724762021,0.9819076998200459
R1769,T076,0.529709510020602,0.3124251851762554
R1770,T123,0.6038559628336541,0.22478272042718306
R1771,T058,0.6414975787791016,0.8915157016318488
R1772,T038,0.49578984949342764,0.018785456046935045
R1773,T073,0.5985322137628433,0.2811186634282635
R1774,T062,0.8562106454986972,0.060586410275945135
R1775,T011,0.1206405770481932,0.7002512827969731
R1776,T117,0.7249918832382538,0.9980891688887016
R1777,T122,0.6612629979392303,0.31541317165410987
R1778,T055,0.5666483523298447,0.8145580397698102
R1779,T094,0.31582975451504214,0.22539342845039234
R1780,T008,0.032775276789885566,0.3878001508236545
R1781,T040,0.7975344367953029,0.38293283023185587
R1782,T041,0.32206362701809677,0.19296279995971388
R1783,T096,0.978266290655239,0.7305030782729178
R1784,T084,0.3428433338430382,0.6754911063588286
R1785,T084,0.6681730347033034,0.10454215860718907
R1786,T013,0.7661567900779983,0.9997491808961758
R1787,T027,0.5614898278156497,0.6879007827594025
R1788,T066,0.03755174670659078,0.11316421653850695
R1789,T005,0.9883239252000529,0.19590503595557718
R1790,T031,0.6002019410226936,0.902777914510255
R1791,T117,0.8715619659202819,0.8672794519165774
R1792,T013,0.00932279607003239,0.5225911232800684
R1793,T019,0.9322893946542994,0.980694308720734
R1794,T090,0.6679229059229183,0.8780454942185116
R1795,T046,0.658581905100169,0.6496894032315504
R1796,T066,0.6195569684799408,0.10258349641441311
R1797,T114,0.6236503237767628,0.3804081163386137
R1798,T002,0.6428690208033635,0.8805570777328233
R1799,T077,0.254616114787377,0.055380402670785034
R1800,T107,0.722769573159806,0.7217087457995647
R1801,T000,0.14449925420032905,0.46723892432962644
R1802,T022,0.25365000659129333,0.19441096790233803
R1803,T081,0.753783457704953,0.5384954852236252
R1804,T023,0.9752182332723743,0.007432925986214034
R1805,T026,0.9688170639993249,0.3567686323689454
R1806,T037,0.2728780268864195,0.33854865591458916
R1807,T096,0.9282889682533755,0.7331087873599494
R1808,T047,0.6599809285529998,0.8566558572640457
R1809,T082,0.9120768842858406,0.5102706409144707
R1810,T022,0.2824551087586614,0.43026958818594796
R1811,T058,0.4609502167009304,0.9921693586394895
R1812,T100,0.7107000544770765,0.8870869975100791
R1813,T018,0.9993235050174188,0.707406819321266
R1814,T103,0.8079474314813352,0.3314333649320995
R1815,T014,0.13493196688571052,0.7781325796060318
R1816,T109,0.13497164956358432,0.6582551537448029
R1817,T086,0.08805524939723308,0.7891555149419112
R1818,T122,0.8750670925719687,0.23232661834508161
R1819,T024,0.13113306623143595,0.4626195508673654
R1820,T119,0.34297903795041607,0.24901608314434953
R1821,T067,0.7375165615243653,0.8416018864970082
R1822,T081,0.8523818822259837,0.3590178158158899
R1823,T009,0.25563258446657555,0.8820313407703755
R1824,T125,0.5816883854129538,0.44504752015652116
R1825,T065,0.06260656271345422,0.2895221999202987
R1826,T001,0.4562778858676838,0.15627092713657875
R1827,T091,0.1932731640735923,0.47932020853787916
R1828,T020,0.3502344039448174,0.7136427801463572
R1829,T016,0.4875918506158192,0.970086343090642
R1830,T115,0.14932097573674186,0.7026804025993301
R1831,T011,0.9796871051634908,0.03229263013138195
R1832,T021,0.7155032322978391,0.558412376836937
R1833,T027,0.678356457839793,0.09451117337651938
R1834,T010,0.400554231395309,0.021254749750713398
R1835,T071,0.5853091171387292,0.07742692152182828
R1836,T015,0.5967296336813512,0.683129481438278
R1837,T093,0.9990442403984768,0.6598210107660961
R1838,T121,0.002056403051072797,0.9210153596335673
R1839,T111,0.07110032876753669,0.059441208798839185
R1840,T012,0.5909042157335768,0.39533661305855017
R1841,T125,0.2062415852978472,0.176841975409325
R1842,T004,0.04535297240736713,0.7224691846038656
R1843,T090,0.6158598706290548,0.7392492303224271
R1844,T053,0.5255807684072467,0.05094879313559342
R1845,T066,0.5089149603667477,0.8017748926405142
R1846,T037,0.47984946649632043,0.7548686142198303
R1847,T007,0.685949527699522,0.5564781585954196
R1848,T092,0.6497013040794123,0.27898096666912486
R1849,T033,0.25736233779619366,0.38463649244999776
R1850,T094,0.5492072320573363,0.29289579033737645
R1851,T074,0.9549595562787023,0.8418357221528692
R1852,T042,0.8332958289174573,0.2611121997807857
R1853,T001,0.571850852047696,0.4875446052578082
R1854,T056,0.84842336743856,0.565312564078741
R1855,T004,0.6540455160348679,0.4788680687511164
R1856,T095,0.6178717165681901,0.19763829426769786
R1857,T018,0.20284274291830628,0.0059756807416753155
R1858,T048,0.5472164712305146,0.8533705450670653
R1859,T099,0.5567241412994169,0.21197842966337588
